train_id,latitude,longitude,delay_minutes,timestamp
37277,22.58382,88.34221,0,1771922762.4473388
37923,22.58382,88.34221,0,1771922763.0272133
37274,22.9226,88.3782,0,1771922763.6732216
37911,22.58382,88.34221,0,1771922764.302818
15962,27.4646,94.937,0,1771922764.9511163
37279,22.58382,88.34221,0,1771922765.5517988
37258,22.9226,88.3782,0,1771922766.1101086
37849,22.58382,88.34221,0,1771922766.9714181
37826,23.24976,87.87004,0,1771922767.5789483
13033,22.58382,88.34221,0,1771922768.2078123
37218,22.9226,88.3782,0,1771922768.8413067
13015,23.831417,87.69288,-39,1771922769.4080138
37234,22.9226,88.3782,0,1771922770.0897427
37220,22.9226,88.3782,0,1771922770.9112785
37215,22.58382,88.34221,0,1771922771.5565772
37815,22.58382,88.34221,0,1771922772.208859
37927,22.58382,88.34221,0,1771922772.84539
37241,22.58382,88.34221,0,1771922773.5186641
27576,26.157,91.6935,0,1771922774.1372619
37652,23.1724,88.0961,0,1771922774.8389652
37229,22.58382,88.34221,0,1771922775.551108
13028,24.23022,88.26003,0,1771922776.186924
37825,22.58382,88.34221,0,1771922776.8772001
37830,23.24976,87.87004,0,1771922777.7268894
37256,22.9226,88.3782,0,1771922778.5253644
37836,22.754028,88.33866,0,1771922779.1879332
37227,22.58382,88.34221,0,1771922780.012806
37829,23.06848,88.27492,-3,1771922780.8098345
37202,22.9226,88.3782,0,1771922781.6037424
37852,23.24976,87.87004,0,1771922782.2587597
37230,22.9226,88.3782,0,1771922782.8402128
37922,23.64018,88.12254,0,1771922783.396982
13022,25.976791,85.56424,-15,1771922784.4663646
53047,22.58382,88.34221,0,1771922785.6410158
04460,28.64177,77.22027,0,1771922786.270018
13066,28.64925,77.315032,0,1771922786.9942718
37276,22.9226,88.3782,0,1771922787.613827
37244,22.9226,88.3782,0,1771922788.2637389
37848,23.24976,87.87004,0,1771922788.805658
37817,22.58382,88.34221,0,1771922790.159652
37255,22.58382,88.34221,0,1771922790.8202837
37614,22.84367,88.346,0,1771922791.5049753
13045,22.58382,88.34221,0,1771922792.2063894
13427,22.761553,88.3345,-17,1771922792.8824599
37243,22.58382,88.34221,0,1771922793.5484347
37824,23.24976,87.87004,0,1771922794.3737502
37290,22.9226,88.3782,0,1771922795.592714
37837,22.58382,88.34221,0,1771922796.1681268
13030,25.39208,85.91392,0,1771922796.7831745
13010,26.001637,82.68239,-6,1771922797.40673
37854,23.24976,87.87004,0,1771922798.046568
37925,22.58382,88.34221,0,1771922798.7281437
37219,22.58382,88.34221,0,1771922799.373335
37239,22.58382,88.34221,0,1771922800.0403235
37249,22.848766,88.34751,-2,1771922800.571623
37286,22.9226,88.3782,0,1771922801.3785708
37252,22.9226,88.3782,0,1771922801.9394813
37217,22.58382,88.34221,0,1771922802.587719
37855,22.58382,88.34221,0,1771922803.2460473
13020,26.491903,83.80167,4,1771922803.9347174
37841,22.58382,88.34221,0,1771922804.5017116
37201,22.58382,88.34221,0,1771922805.1299376
37655,23.010431,88.34571,-7,1771922805.7233715
37261,22.58382,88.34221,0,1771922806.2790184
37280,22.9226,88.3782,0,1771922807.2029178
37840,23.24976,87.87004,0,1771922807.846444
13046,24.51169,86.69697,0,1771922808.796784
37288,22.9226,88.3782,0,1771922809.572537
37214,22.9226,88.3782,0,1771922810.3716836
37242,22.9226,88.3782,0,1771922811.292102
53002,24.23022,88.26003,0,1771922811.9594986
37231,22.58382,88.34221,0,1771922812.6473036
22387,22.58382,88.34221,0,1771922813.2914712
13034,25.54776,87.56586,0,1771922813.9055765
13012,25.01622,88.13033,0,1771922814.572728
37260,22.9226,88.3782,0,1771922815.2061727
37656,23.1724,88.0961,0,1771922815.8130355
13009,25.709805,82.71788,10,1771922816.5092938
37238,22.9226,88.3782,0,1771922817.2082257
15961,26.533371,91.7285,-18,1771922817.8284476
37259,22.58382,88.34221,0,1771922818.4655976
37282,22.9226,88.3782,0,1771922819.1576009
37284,22.9226,88.3782,0,1771922819.8364322
