step,active_trains,avg_speed,congestion_index,overtake_events,junction_conflicts,dynamic_switches,avg_predicted_delay,throughput
56,3,31.0,0.2954545454545454,0,0,0,15.809999465942383,0
57,3,31.333333333333332,0.28787878787878796,0,0,0,15.953332901000977,0
58,3,31.666666666666668,0.2803030303030303,0,0,0,15.893332799275717,0
59,3,32.0,0.2727272727272727,0,0,0,15.483332951863607,0
60,3,32.333333333333336,0.26515151515151514,0,0,0,15.369999567667643,0
61,3,32.666666666666664,0.2575757575757577,0,0,0,15.076666514078775,0
62,3,33.0,0.25,0,0,0,15.226666132609049,0
63,3,33.333333333333336,0.24242424242424232,0,0,0,15.133333206176758,0
64,3,33.333333333333336,0.24242424242424232,0,0,0,15.193333307902018,0
65,3,33.333333333333336,0.24242424242424232,0,0,0,15.09666633605957,0
66,3,33.333333333333336,0.24242424242424232,0,0,0,15.203332901000977,0
67,3,33.333333333333336,0.24242424242424232,0,0,0,15.133333206176758,0
68,3,33.333333333333336,0.24242424242424232,0,0,0,15.15999984741211,0
69,3,33.333333333333336,0.24242424242424232,0,0,0,15.179999669392904,0
70,3,33.333333333333336,0.24242424242424232,0,0,0,15.209999720255533,0
71,3,33.333333333333336,0.24242424242424232,0,0,0,15.069999694824219,0
72,3,33.333333333333336,0.24242424242424232,0,0,0,15.179999669392904,0
73,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
74,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
75,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
76,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
77,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
78,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
79,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
80,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
81,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
82,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
83,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
84,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
85,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
86,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
87,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
88,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
89,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
90,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
91,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
92,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
93,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
94,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
95,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
96,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
97,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
98,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
99,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
100,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
101,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
102,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
103,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
104,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
105,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
106,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
107,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
108,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
109,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
110,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
111,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
112,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
113,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
114,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
115,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
116,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
117,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
118,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
119,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
120,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
121,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
122,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
123,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
124,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
125,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
126,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
127,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
128,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
129,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
130,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
131,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
132,3,33.333333333333336,0.24242424242424232,0,0,0,11.723333358764648,0
133,3,33.333333333333336,0.24242424242424232,0,0,0,11.929999987284342,0
134,3,33.333333333333336,0.24242424242424232,0,0,0,11.983333269755045,0
135,3,33.333333333333336,0.24242424242424232,0,0,0,12.086666425069174,0
136,3,33.333333333333336,0.24242424242424232,0,0,0,12.136666615804037,0
137,3,33.333333333333336,0.24242424242424232,0,0,0,12.203333218892416,0
138,3,33.333333333333336,0.24242424242424232,0,0,0,12.209999720255533,0
139,3,33.333333333333336,0.24242424242424232,0,0,0,12.5,0
140,3,33.333333333333336,0.24242424242424232,0,0,0,12.716666539510092,0
141,3,33.333333333333336,0.24242424242424232,0,0,0,12.833333333333334,0
142,3,33.333333333333336,0.24242424242424232,0,0,0,12.933333079020182,0
143,3,33.333333333333336,0.24242424242424232,0,0,0,13.18999989827474,0
144,3,33.333333333333336,0.24242424242424232,0,0,0,13.336666425069174,0
145,3,33.333333333333336,0.24242424242424232,0,0,0,13.426666895548502,0
146,3,33.333333333333336,0.24242424242424232,0,0,0,13.483333269755045,0
147,3,33.333333333333336,0.24242424242424232,0,0,0,13.703333218892416,0
148,3,33.333333333333336,0.24242424242424232,0,0,0,13.84666665395101,0
149,3,33.333333333333336,0.24242424242424232,0,0,0,13.926666577657064,0
150,3,33.333333333333336,0.24242424242424232,0,0,0,14.289999961853027,0
151,3,33.333333333333336,0.24242424242424232,0,0,0,15.179999987284342,0
152,3,33.333333333333336,0.24242424242424232,0,0,0,15.323333422342936,0
153,3,33.333333333333336,0.24242424242424232,0,0,0,15.65666675567627,0
154,3,33.333333333333336,0.24242424242424232,0,0,0,15.806666692097982,0
155,3,33.333333333333336,0.24242424242424232,0,0,0,16.1233336130778,0
156,3,33.333333333333336,0.24242424242424232,0,0,0,16.043333371480305,0
157,3,33.333333333333336,0.24242424242424232,0,0,0,16.06000010172526,0
158,3,33.333333333333336,0.24242424242424232,0,0,0,16.293333371480305,0
159,3,33.333333333333336,0.24242424242424232,0,0,0,16.35000006357829,0
160,3,33.333333333333336,0.24242424242424232,0,0,0,16.480000178019207,0
161,3,33.333333333333336,0.24242424242424232,0,0,0,15.330000241597494,0
162,3,33.333333333333336,0.24242424242424232,0,0,0,15.75333340962728,0
163,3,33.333333333333336,0.24242424242424232,0,0,0,15.986666997273764,0
164,3,33.333333333333336,0.24242424242424232,0,0,0,16.46666685740153,0
165,3,33.333333333333336,0.24242424242424232,0,0,0,16.97000026702881,0
166,3,33.333333333333336,0.24242424242424232,0,0,0,17.136666933695476,0
167,3,33.333333333333336,0.24242424242424232,0,0,0,17.25333309173584,0
168,3,33.333333333333336,0.24242424242424232,0,0,0,17.360000292460125,0
169,3,33.333333333333336,0.24242424242424232,0,0,0,17.630000114440918,0
170,3,33.333333333333336,0.24242424242424232,0,0,0,17.613333066304524,0
171,3,33.333333333333336,0.24242424242424232,0,0,0,14.556666692097982,0
172,3,33.333333333333336,0.24242424242424232,0,0,0,14.773333231608072,0
173,3,33.333333333333336,0.24242424242424232,0,0,0,14.769999821980795,0
174,3,33.333333333333336,0.24242424242424232,0,0,0,12.24666659037272,0
175,3,33.333333333333336,0.24242424242424232,0,0,0,12.21999994913737,0
176,3,33.333333333333336,0.24242424242424232,0,0,0,12.81000010172526,0
177,3,33.333333333333336,0.24242424242424232,0,0,0,13.039999961853027,0
178,3,33.333333333333336,0.24242424242424232,0,0,0,13.15333334604899,0
179,3,33.333333333333336,0.24242424242424232,0,0,0,13.383333524068197,0
180,3,33.333333333333336,0.24242424242424232,0,0,0,13.573333422342936,0
181,3,33.333333333333336,0.24242424242424232,0,0,0,13.686666488647461,0
182,3,33.333333333333336,0.24242424242424232,0,0,0,13.910000165303549,0
183,3,33.333333333333336,0.24242424242424232,0,0,0,14.263333320617676,0
184,3,33.333333333333336,0.24242424242424232,0,0,0,14.4366668065389,0
185,3,33.333333333333336,0.24242424242424232,0,0,0,14.59333324432373,0
186,3,33.333333333333336,0.24242424242424232,0,0,0,14.84000015258789,0
187,3,33.333333333333336,0.24242424242424232,0,0,0,15.203333536783854,0
188,3,33.333333333333336,0.24242424242424232,0,0,0,15.616666793823242,0
189,3,33.333333333333336,0.24242424242424232,0,0,0,15.790000279744467,0
190,3,33.333333333333336,0.24242424242424232,0,0,0,15.90333334604899,0
191,3,33.333333333333336,0.24242424242424232,0,0,0,16.18999989827474,0
192,3,33.333333333333336,0.24242424242424232,0,0,0,16.343333562215168,0
193,3,33.333333333333336,0.24242424242424232,0,0,0,16.576666196187336,0
194,3,33.333333333333336,0.24242424242424232,0,0,0,16.943333625793457,0
195,3,33.333333333333336,0.24242424242424232,0,0,0,17.243333498636883,0
196,3,33.333333333333336,0.24242424242424232,0,0,0,17.39999993642171,0
197,3,33.333333333333336,0.24242424242424232,0,0,0,17.456666628519695,0
198,3,33.333333333333336,0.24242424242424232,0,0,0,14.646666844685873,0
199,3,33.333333333333336,0.24242424242424232,0,0,0,14.616666793823242,0
200,3,33.333333333333336,0.24242424242424232,0,0,0,14.539999643961588,0
201,3,33.333333333333336,0.24242424242424232,0,0,0,14.733332951863607,0
202,3,33.333333333333336,0.24242424242424232,0,0,0,14.75333340962728,0
203,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
204,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
205,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
206,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
207,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
208,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
209,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
210,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
211,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
212,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
213,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
214,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
215,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
216,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
217,3,33.333333333333336,0.24242424242424232,0,0,0,11.926666259765625,0
218,3,33.333333333333336,0.24242424242424232,0,0,0,12.16333293914795,0
219,3,33.333333333333336,0.24242424242424232,0,0,0,12.319999694824219,0
220,3,33.333333333333336,0.24242424242424232,0,0,0,12.319999694824219,0
221,3,33.333333333333336,0.24242424242424232,0,0,0,12.336666425069174,0
222,3,33.333333333333336,0.24242424242424232,0,0,0,12.436666488647461,0
223,3,33.333333333333336,0.24242424242424232,0,0,0,12.676666259765625,0
224,3,33.333333333333336,0.24242424242424232,0,0,0,12.65666643778483,0
225,3,33.333333333333336,0.24242424242424232,0,0,0,12.579999923706055,0
226,3,33.333333333333336,0.24242424242424232,0,0,0,12.913333257039389,0
227,3,33.333333333333336,0.24242424242424232,0,0,0,13.103333155314127,0
228,3,33.333333333333336,0.24242424242424232,0,0,0,13.15666643778483,0
229,3,33.333333333333336,0.24242424242424232,0,0,0,13.176666259765625,0
230,3,33.333333333333336,0.24242424242424232,0,0,0,13.373333295186361,0
231,3,33.333333333333336,0.24242424242424232,0,0,0,13.6899995803833,0
232,3,33.333333333333336,0.24242424242424232,0,0,0,13.809999783833822,0
233,3,33.333333333333336,0.24242424242424232,0,0,0,13.986666361490885,0
234,3,33.333333333333336,0.24242424242424232,0,0,0,14.06666628519694,0
235,3,33.333333333333336,0.24242424242424232,0,0,0,14.286666552225748,0
236,3,33.333333333333336,0.24242424242424232,0,0,0,14.416666348775228,0
237,3,33.333333333333336,0.24242424242424232,0,0,0,15.003333727518717,0
238,3,33.333333333333336,0.24242424242424232,0,0,0,15.126667022705078,0
239,3,33.333333333333336,0.24242424242424232,0,0,0,15.240000089009603,0
240,3,33.333333333333336,0.24242424242424232,0,0,0,15.443333307902018,0
241,3,33.333333333333336,0.24242424242424232,0,0,0,16.44333330790202,0
242,3,33.333333333333336,0.24242424242424232,0,0,0,16.906667073567707,0
243,3,33.333333333333336,0.24242424242424232,0,0,0,17.049999872843426,0
244,3,33.333333333333336,0.24242424242424232,0,0,0,17.40333366394043,0
245,3,33.333333333333336,0.24242424242424232,0,0,0,17.56666628519694,0
246,3,33.333333333333336,0.24242424242424232,0,0,0,17.926666577657063,0
247,3,33.333333333333336,0.24242424242424232,0,0,0,18.036666870117188,0
248,3,33.333333333333336,0.24242424242424232,0,0,0,18.679999669392902,0
249,3,33.333333333333336,0.24242424242424232,0,0,0,18.733333269755047,0
250,3,33.333333333333336,0.24242424242424232,0,0,0,19.18333371480306,0
251,3,33.333333333333336,0.24242424242424232,0,0,0,19.573333740234375,0
252,3,33.333333333333336,0.24242424242424232,0,0,0,19.573333104451496,0
253,3,33.333333333333336,0.24242424242424232,0,0,0,17.03666655222575,0
254,3,33.333333333333336,0.24242424242424232,0,0,0,16.97666645050049,0
255,3,33.333333333333336,0.24242424242424232,0,0,0,17.273332913716633,0
256,3,33.333333333333336,0.24242424242424232,0,0,0,17.429999987284344,0
257,3,33.333333333333336,0.24242424242424232,0,0,0,17.2599999109904,0
258,3,33.333333333333336,0.24242424242424232,0,0,0,17.56666660308838,0
259,3,33.333333333333336,0.24242424242424232,0,0,0,17.846666653951008,0
260,3,33.333333333333336,0.24242424242424232,0,0,0,17.796667098999023,0
261,3,33.333333333333336,0.24242424242424232,0,0,0,18.043333053588867,0
262,3,33.333333333333336,0.24242424242424232,0,0,0,18.323333104451496,0
263,3,33.333333333333336,0.24242424242424232,0,0,0,15.356666564941406,0
264,3,33.333333333333336,0.24242424242424232,0,0,0,15.743333498636881,0
265,3,33.333333333333336,0.24242424242424232,0,0,0,14.259999910990397,0
266,3,33.333333333333336,0.24242424242424232,0,0,0,14.366666793823242,0
267,3,33.333333333333336,0.24242424242424232,0,0,0,14.696666717529297,0
268,3,33.333333333333336,0.24242424242424232,0,0,0,15.203333536783854,0
269,3,33.333333333333336,0.24242424242424232,0,0,0,15.223333358764648,0
270,3,33.333333333333336,0.24242424242424232,0,0,0,16.203333218892414,0
271,3,33.333333333333336,0.24242424242424232,0,0,0,16.53333314259847,0
272,3,33.333333333333336,0.24242424242424232,0,0,0,17.076666514078777,0
273,3,33.333333333333336,0.24242424242424232,0,0,0,17.416666348775227,0
274,3,33.333333333333336,0.24242424242424232,0,0,0,17.80999978383382,0
275,3,33.333333333333336,0.24242424242424232,0,0,0,17.953333536783855,0
276,3,33.333333333333336,0.24242424242424232,0,0,0,18.05666700998942,0
277,3,33.333333333333336,0.24242424242424232,0,0,0,17.899999618530273,0
278,3,33.333333333333336,0.24242424242424232,0,0,0,18.35000006357829,0
279,3,33.333333333333336,0.24242424242424232,0,0,0,18.38333288828532,0
280,3,33.333333333333336,0.24242424242424232,0,0,0,15.53000005086263,0
281,3,33.333333333333336,0.24242424242424232,0,0,0,15.399999936421713,0
282,3,33.333333333333336,0.24242424242424232,0,0,0,16.84999942779541,0
283,3,33.333333333333336,0.24242424242424232,0,0,0,16.806666374206543,0
284,3,33.333333333333336,0.24242424242424232,0,0,0,17.403333346048992,0
285,3,33.333333333333336,0.24242424242424232,0,0,0,17.460000038146973,0
286,3,33.333333333333336,0.24242424242424232,0,0,0,17.640000343322754,0
287,3,33.333333333333336,0.24242424242424232,0,0,0,17.729999860127766,0
288,3,33.333333333333336,0.24242424242424232,0,0,0,17.700000445048016,0
289,3,33.333333333333336,0.24242424242424232,0,0,0,17.77333354949951,0
290,3,33.333333333333336,0.24242424242424232,0,0,0,17.989999453226726,0
291,3,33.333333333333336,0.24242424242424232,0,0,0,14.853333155314127,0
292,3,33.333333333333336,0.24242424242424232,0,0,0,15.209999720255533,0
293,3,33.333333333333336,0.24242424242424232,0,0,0,15.09666633605957,0
294,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
295,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
296,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
297,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
298,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
299,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
300,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
301,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
302,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
303,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
304,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
305,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
306,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
307,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
308,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
309,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
310,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
311,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
312,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
313,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
314,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
315,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
316,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
317,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
318,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
319,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
320,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
321,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
322,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
323,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
324,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
325,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
326,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
327,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
328,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
329,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
330,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
331,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
332,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
333,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
334,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
335,3,33.333333333333336,0.24242424242424232,0,0,0,12.079999605814615,0
336,3,33.333333333333336,0.24242424242424232,0,0,0,12.093332926432291,0
337,3,33.333333333333336,0.24242424242424232,0,0,0,12.289999643961588,0
338,3,33.333333333333336,0.24242424242424232,0,0,0,12.306666374206543,0
339,3,33.333333333333336,0.24242424242424232,0,0,0,12.356666247049967,0
340,3,33.333333333333336,0.24242424242424232,0,0,0,12.489999771118164,0
341,3,33.333333333333336,0.24242424242424232,0,0,0,12.649999618530273,0
342,3,33.333333333333336,0.24242424242424232,0,0,0,12.643332799275717,0
343,3,33.333333333333336,0.24242424242424232,0,0,0,12.646666208902994,0
344,3,33.333333333333336,0.24242424242424232,0,0,0,13.03666623433431,0
345,3,33.333333333333336,0.24242424242424232,0,0,0,13.116666158040365,0
346,3,33.333333333333336,0.24242424242424232,0,0,0,13.176666259765625,0
347,3,33.333333333333336,0.24242424242424232,0,0,0,13.199999491373697,0
348,3,33.333333333333336,0.24242424242424232,0,0,0,13.306666692097982,0
349,3,33.333333333333336,0.24242424242424232,0,0,0,13.563332875569662,0
350,3,33.333333333333336,0.24242424242424232,0,0,0,13.616666158040365,0
351,3,33.333333333333336,0.24242424242424232,0,0,0,13.773333231608072,0
352,3,33.333333333333336,0.24242424242424232,0,0,0,13.686666488647461,0
353,3,33.333333333333336,0.24242424242424232,0,0,0,13.759999593098959,0
354,3,33.333333333333336,0.24242424242424232,0,0,0,13.74666659037272,0
355,3,33.333333333333336,0.24242424242424232,0,0,0,13.839999516805014,0
356,3,33.333333333333336,0.24242424242424232,0,0,0,13.803333282470703,0
357,3,33.333333333333336,0.24242424242424232,0,0,0,13.776666641235352,0
358,3,33.333333333333336,0.24242424242424232,0,0,0,14.15666643778483,0
359,3,33.333333333333336,0.24242424242424232,0,0,0,14.493333180745443,0
360,3,33.333333333333336,0.24242424242424232,0,0,0,14.5033327738444,0
361,3,33.333333333333336,0.24242424242424232,0,0,0,14.65999984741211,0
362,3,33.333333333333336,0.24242424242424232,0,0,0,14.759999593098959,0
363,3,33.333333333333336,0.24242424242424232,0,0,0,14.833333333333334,0
364,3,33.333333333333336,0.24242424242424232,0,0,0,14.890000025431315,0
365,3,33.333333333333336,0.24242424242424232,0,0,0,14.886666615804037,0
366,3,33.333333333333336,0.24242424242424232,0,0,0,14.986666361490885,0
367,3,33.333333333333336,0.24242424242424232,0,0,0,14.896666208902994,0
368,3,33.333333333333336,0.24242424242424232,0,0,0,15.203332901000977,0
369,3,33.333333333333336,0.24242424242424232,0,0,0,15.15999984741211,0
370,3,33.333333333333336,0.24242424242424232,0,0,0,15.15999984741211,0
371,3,33.333333333333336,0.24242424242424232,0,0,0,11.779999732971191,0
372,3,33.333333333333336,0.24242424242424232,0,0,0,11.983333269755045,0
373,3,33.333333333333336,0.24242424242424232,0,0,0,12.339999834696451,0
374,3,33.333333333333336,0.24242424242424232,0,0,0,12.519999821980795,0
375,3,33.333333333333336,0.24242424242424232,0,0,0,12.539999961853027,0
376,3,33.333333333333336,0.24242424242424232,0,0,0,12.686666488647461,0
377,3,33.333333333333336,0.24242424242424232,0,0,0,12.963333129882812,0
378,3,33.333333333333336,0.24242424242424232,0,0,0,13.106666247049967,0
379,3,33.333333333333336,0.24242424242424232,0,0,0,13.199999809265137,0
380,3,33.333333333333336,0.24242424242424232,0,0,0,13.5,0
381,3,33.333333333333336,0.24242424242424232,0,0,0,13.973333040873209,0
